county,investment_window,project,year_of_completion,programme,funding_source,brief,category,investment_class,investment_type/water_supply,investment_type/sanitation,investment_type/water_resources,investment_exists_group/other_data/completed,investment_exists_group/other_data/date_completed,investment_exists_group/investment/branded,investment_exists_group/investment/branding_condition,investment_exists_group/sustainability/operational_status,sustainability/investment_needs_major_repair,investment_exists_group/sustainability/reliability,investment_exists_group/sustainability/condition_of_facility,investment_exists_group/sustainability/quality_of_work,investment_exists_group/sustainability/revenue_collected,sustainability/operations_responsibility,impact_and_gesi/operations_responsibility_GESI,impact_and_gesi/Number_of_people_beneficiaries_inc_children,investment_exists_group/impact_and_gesi/facility_hygiene_level,impact_and_gesi/functional_handwashing_facility,investment_exists_group/impact_and_gesi/water_quantity,investment_exists_group/impact_and_gesi/water_quality,investment_exists_group/impact_and_gesi/service_reliability,impact_and_gesi/service_reliability_hours_per_day,impact_and_gesi/service_reliability_days_per_month,impact_and_gesi/service_reliability_months_per_year,impact_and_gesi/facility_provisional_to/Disability,impact_and_gesi/facility_provisional_to/Gender,impact_and_gesi/facility_provisional_to/Age,investment_exists_group/Facility_picture,_GPS_location_latitude,_GPS_location_longitude,_GPS_location_altitude,_GPS_location_precision
Tharaka Nithi,RIP,Kamwene Water Project,2017/2018,J6P,"GoS, GoF"," 21Km pipeline,18 No. Valve chambers,1 No. 100m3 masonry tank,750 No. consumer,
",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,43070,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818115?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548858323923.jpg,-0.297081667,37.66879333,1374.5,5.9
Tharaka Nithi,RIP,Kamwene Water Project,2017/2018,J6P,"GoS, GoF"," 21Km pipeline,18 No. Valve chambers,1 No. 100m3 masonry tank,750 No. consumer,
",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,43070,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818116?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548857926131.jpg,-0.296143333,37.66794,1376.1,5.8
Nandi,RIP,Kimngâ€™oror Water Users association,2017/2018,J6P,"GoS, GoF","High lift pump,2No. 50m3 masonry tanks,13.2km pipeline,1 No.  CFU,4 No. water kiosks, 200 No. Consumer meters

",water_supply,storage_tank,masonry_tank,n/a,n/a,yes,43101,yes,Good,Operational,yes,Regular,Good,Fair,n/a,n/a,n/a,n/a,n/a,n/a,Enough,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818215?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548843329587.jpg,0.494658333,34.95032333,2142.7,5.4
Nandi,RIP,Kimngâ€™oror Water Users association,2017/2018,J6P,"GoS, GoF","High lift pump,2No. 50m3 masonry tanks,13.2km pipeline,1 No.  CFU,4 No. water kiosks, 200 No. Consumer meters

",water_supply,distribution_system,individual_connection,n/a,n/a,yes,43435,n/a,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,12,n/a,n/a,Abundant,Fair,Hours_per_Day,06_12,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818225?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548844872785.jpg,0.495255,34.95175333,2134.4,5.7
Nandi,RIP,Kimngâ€™oror Water Users association,2017/2018,J6P,"GoS, GoF","High lift pump,2No. 50m3 masonry tanks,13.2km pipeline,1 No.  CFU,4 No. water kiosks, 200 No. Consumer meters

",water_supply,pump_energy_source,electric_pump,n/a,n/a,yes,42675,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Hours_per_Day,06_12,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818242?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548851592204.jpg,0.49988,34.96237667,2029.6,5
Tharaka Nithi,WRI,South Maara,2017/2018,J6P,"GoS, GoF"," -Â Installation of 8 no 10m3 water harvesting and storage tanks in public institutions,
 -Â Riparian land conservation â€“ 50km riparian land pegging, planting of 10,000 trees
 - Rehabilitation of Karigini swamp",water_resources,water_resources_management_structures,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,no,n/a,n/a,n/a,n/a,n/a,Abundant,Very_good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818259?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548843076740.jpg,-0.279015,37.69576667,1244.8,3.7
Tharaka Nithi,WRI,South Maara,2017/2018,J6P,"GoS, GoF"," -Â Installation of 8 no 10m3 water harvesting and storage tanks in public institutions,
 -Â Riparian land conservation â€“ 50km riparian land pegging, planting of 10,000 trees
 - Rehabilitation of Karigini swamp",water_resources,water_resources_management_structures,n/a,n/a,n/a,yes,43070,yes,Fair,Operational,no,Regular,Good,Good,no,n/a,n/a,n/a,n/a,n/a,Enough,Very_good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818260?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548846511516.jpg,-0.262971667,37.66897833,1394.1,4.4
Tharaka Nithi,WRI,South Maara,2017/2018,J6P,"GoS, GoF"," -Â Installation of 8 no 10m3 water harvesting and storage tanks in public institutions,
 -Â Riparian land conservation â€“ 50km riparian land pegging, planting of 10,000 trees
 - Rehabilitation of Karigini swamp",water_resources,water_resources_management_structures,n/a,n/a,n/a,yes,43070,yes,Good,Temporarily_stopped,no,Regular,Good,Good,no,n/a,n/a,n/a,n/a,n/a,Abundant,Very_good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818261?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548847204308.jpg,-0.256133333,37.64578167,1488.7,5.7
Meru,WRI,Kiamunga Mutonga,2017/2018,IFAD,IFAD,"Roof Water harvesting, (7), Report preparation. Riparian land conservation and protection,  Roof Water harvesting (3)
Abstraction and Pollution survey, Baseline survey.


",water_resources,water_resources_management_structures,n/a,n/a,n/a,yes,42614,yes,Good,Operational,no,Regular,Good,Good,no,n/a,n/a,n/a,n/a,n/a,Abundant,Very_good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818262?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548852453840.jpg,-0.181245,37.62124333,1640.9,5.1
Meru,WRI,Kiamunga Mutonga,2017/2018,IFAD,IFAD,"Roof Water harvesting, (7), Report preparation. Riparian land conservation and protection,  Roof Water harvesting (3)
Abstraction and Pollution survey, Baseline survey.


",water_resources,catchment_management,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.202593333,37.66189333,1316.9,5.2
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,distribution_system,bulk_meter,n/a,n/a,yes,41275,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818270?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548679243519.jpg,-1.156988333,36.74776333,1839.9,5.6
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41640,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818272?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548681838717.jpg,-1.166985,36.76294667,1889.4,5.5
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41640,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818273?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548682205316.jpg,-1.16688,36.76284,1890,5.1
Tharaka Nithi,WRI,South Maara,2017/2018,J6P,"GoS, GoF"," -Â Installation of 8 no 10m3 water harvesting and storage tanks in public institutions,
 -Â Riparian land conservation â€“ 50km riparian land pegging, planting of 10,000 trees
 - Rehabilitation of Karigini swamp",water_resources,catchment_management,n/a,n/a,n/a,yes,43070,yes,Good,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818275?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548848102726.jpg,-0.264581667,37.64743333,1402,4.9
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41640,n/a,n/a,Operational,no,n/a,Fair,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818276?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548682599243.jpg,-1.166623333,36.76295,1861.2,5.9
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41640,n/a,n/a,Operational,yes,n/a,Poor,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818279?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548682826174.jpg,-1.166856667,36.76311,1862.2,5.5
Kiambu,UIP,Gachie Water Project,2014/2015,UPC,KfW,"1 Kiosk, 15714 M pipe, 150 Consumer Meters, 31 Bulk Meters,5 YT, 1 Tank",water_supply,pipeline,n/a,n/a,n/a,yes,41640,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818280?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548684867834.jpg,-1.215888333,36.76789,1781.1,5.9
Kiambu,UIP,Gachie Water Project,2014/2015,UPC,KfW,"1 Kiosk, 15714 M pipe, 150 Consumer Meters, 31 Bulk Meters,5 YT, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41640,n/a,n/a,Temporarily_stopped,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818281?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548685283115.jpg,-1.21566,36.76819,1820.6,5.9
Kiambu,UIP,Gachie Water Project,2014/2015,UPC,KfW,"1 Kiosk, 15714 M pipe, 150 Consumer Meters, 31 Bulk Meters,5 YT, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41640,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818284?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548685600128.jpg,-1.215495,36.76831333,1819.8,5.9
Kiambu,UIP,Gachie Water Project,2014/2015,UPC,KfW,"1 Kiosk, 15714 M pipe, 150 Consumer Meters, 31 Bulk Meters,5 YT, 1 Tank",water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41640,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818285?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548685941671.jpg,-1.215256667,36.76819167,1795.1,6
Kiambu,UIP,Gachie Water Project,2014/2015,UPC,KfW,"1 Kiosk, 15714 M pipe, 150 Consumer Meters, 31 Bulk Meters,5 YT, 1 Tank",water_supply,pipeline,n/a,n/a,n/a,yes,41640,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818286?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548686504343.jpg,-1.218566667,36.768905,1787.8,5.5
Kiambu,UIP,Gachie Water Project,2014/2015,UPC,KfW,"1 Kiosk, 15714 M pipe, 150 Consumer Meters, 31 Bulk Meters,5 YT, 1 Tank",water_supply,distribution_system,yard_tap,n/a,n/a,yes,41640,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,50,n/a,n/a,Limited,Good,Days_per_Month,n/a,8_16,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10818287?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548686896764.jpg,-1.217755,36.77011667,1784.2,5.9
Kiambu,UIP,Gachie Water Project,2014/2015,UPC,KfW,"1 Kiosk, 15714 M pipe, 150 Consumer Meters, 31 Bulk Meters,5 YT, 1 Tank",water_supply,distribution_system,yard_tap,n/a,n/a,yes,41640,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,300,n/a,n/a,Limited,Good,Days_per_Month,n/a,8_16,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10818290?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548687901660.jpg,-1.223898333,36.77687667,1779.9,6
Kiambu,RIP,Ndula Water & Sanitation Project,2014/2015,CPC,GoF,"Spring Intake Construction, Distribution Lines, Stand Pipes, 75m3 Masonry Tank, Vip Latrines & Training.",water_supply,pipeline,n/a,n/a,n/a,yes,42005,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818291?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548751647439.jpg,-1.023575,37.21008833,1430.4,5.7
Kiambu,RIP,Ndula Water & Sanitation Project,2014/2015,CPC,GoF,"Spring Intake Construction, Distribution Lines, Stand Pipes, 75m3 Masonry Tank, Vip Latrines & Training.",water_supply,pipeline,n/a,n/a,n/a,yes,42005,no,n/a,Operational,no,Regular,Fair,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818294?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548752619938.jpg,-1.02198,37.22135,1343.2,5.4
Kiambu,RIP,Ndula Water & Sanitation Project,2014/2015,CPC,GoF,"Spring Intake Construction, Distribution Lines, Stand Pipes, 75m3 Masonry Tank, Vip Latrines & Training.",water_supply,storage_tank,masonry_tank,n/a,n/a,yes,42005,yes,Good,Operational,yes,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,Enough,Very_good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818295?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548754187842.jpg,-1.024038333,37.264675,1418.3,5.7
Meru,WRI,Mariara WRUA,2017/2018,IFAD,IFAD,"Roof water harvesting (5 tanks). Report preparation. Abstraction survey Conservation of riparian zone and 
Roof water harvesting ( 9 tanks)

",water_resources,catchment_management,n/a,n/a,n/a,yes,43009,n/a,n/a,n/a,n/a,n/a,Fair,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10818381?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548749856548.jpg,-0.00777181,37.56014052,2058.451416,5.36
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,pump_energy_source,electricity_mains,n/a,n/a,yes,41640,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Hours_per_Day,06_12,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10819042?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548679434092.jpg,-1.156373438,36.74775096,1960,6
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,storage_tank,sectional_steel_tank,n/a,n/a,yes,41640,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,Enough,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10819044?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548679032165.jpg,-1.156245237,36.74780125,1959,6
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,distribution_system,bulk_meter,n/a,n/a,yes,41852,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10819048?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548681486028.jpg,-1.162022632,36.76081046,1925,8
Kiambu,UIP,Kiambaa Water Project,2013/2014,UPC,KfW,"1 Kiosk, 150 Consumer Meters, 5 Bulk Meters, 1 Tank",water_supply,distribution_system,bulk_meter,n/a,n/a,yes,41883,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10819049?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548681803598.jpg,-1.16200042,36.76083838,1923,6
Wajir,RIP,El-Nur Primary School,2014/2015,MTAP I,Danida,3 Door Concrete Lined Pit Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,yes,Fair,Operational,no,n/a,Fair,Fair,n/a,n/a,n/a,97,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10820082?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548919415804.jpg,1.832536667,39.99328333,264.5,5
Isiolo,RIP,Taqwa Primary School,2014/2015,MTAP I,Danida,"2 No.Four Door Vip Latrines, 1 No.Two-Door Vip Latrine For Teachers ,920 Lts Handwashing Tank,Training and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41671,yes,Fair,Operational,no,n/a,Good,Good,n/a,n/a,n/a,316,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824673?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548763173263.jpg,0.958597823,38.52807172,315,6
Isiolo,RIP,Bulesa Day Secondary School,2014/2015,MTAP I,Danida,"Two, 4 Door Vip Latrines, One, 2 Door Vip Latrine, 920 Ltrs Handwashing Tank,Training and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41821,no,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,166,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824674?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548766047822.jpg,0.958971782,38.53939089,309,6
Isiolo,RIP,Sericho water & sanitation project,2016/2017,MTAP II,EU Share,"30,000m3 Water Pan with solar panel,  fencing & installation of 10m3 plastic tank, 2No. Water Troughs, 2 VIP latrines, Training",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,42522,no,n/a,Non_operational,yes,n/a,Poor,Fair,n/a,n/a,n/a,0,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824676?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548856606796.jpg,1.110239192,39.10244792,204,6
Isiolo,RIP,Boji Dispensary,2014/2015,MTAP I,Danida,"1 No. Two Door Vip Latrines, Construction Of Incinerator For Waste Disposal & Rain Water Harvesting Unit With 1 No. 10m3 Upv Tank and Pipeline Extension,920 Lts Handwashing Tank,Training and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41730,yes,Good,Operational,no,n/a,Good,Good,n/a,n/a,n/a,100,Good,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824680?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548918774136.jpg,0.567543777,38.34129039,595,5
Isiolo,RIP,Dabasiti Primary School,2014/2015,MTAP I,Danida,"Two, 4 Door Vip Latrines , 920 Ltrs Handwashing Tank, Training and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41791,no,n/a,Operational,yes,n/a,Poor,Poor,n/a,n/a,n/a,180,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824681?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548922206502.jpg,0.569305192,38.19210618,710,6
Isiolo,RIP,Dabasiti Primary School,2014/2015,MTAP I,Danida,"Two, 4 Door Vip Latrines , 920 Ltrs Handwashing Tank, Training and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41883,no,n/a,Operational,yes,n/a,Poor,Fair,n/a,n/a,n/a,201,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824682?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548922546571.jpg,0.569761419,38.19210073,712,5
Isiolo,RIP,Taqwa Primary School,2014/2015,MTAP I,Danida,"2 No.Four Door Vip Latrines, 1 No.Two-Door Vip Latrine For Teachers ,920 Lts Handwashing Tank,Training and Branding",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,41671,yes,Good,Operational,no,n/a,Fair,Good,n/a,n/a,n/a,326,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824699?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548762912098.jpg,0.958462246,38.52766268,317,6
Isiolo,RIP,Sericho water & sanitation project,2016/2017,MTAP II,EU Share,"30,000m3 Water Pan with solar panel,  fencing & installation of 10m3 plastic tank, 2No. Water Troughs, 2 VIP latrines, Training",sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,42491,no,n/a,Operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,260,Fair,no,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10824700?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548856075079.jpg,1.124735358,39.1005262,198,6
Wajir,RIP,Kajaja II Pry. School,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,yes,Fair,Partially_operational,yes,n/a,Fair,Fair,n/a,n/a,n/a,116,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10825013?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548837354516.jpg,1.993961097,40.34675837,303,6
Wajir,RIP,Kutulo Primary School,2014/2015,MTAP I,Danida,2 No. Two Door Vip Latrine and Branding,sanitation,institutional_sanitation,n/a,vip_latrine_regular,vip_latrine_regular,yes,43466,yes,Fair,Operational,yes,n/a,Good,Fair,n/a,n/a,n/a,163,Poor,no,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10825014?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548849013036.jpg,2.408605004,40.59695014,316,6
Isiolo,RIP,"Gotu, Boji Dera",2016/2017,MTAP II,EU Share,"Gotu Water - solar pumping, pipeline, Construction of 100m3 masonry tank, fencing of tank area, Laying of service pipeline to Gotu primary school, AP & ASTO lines, communal water points,1No. water Kiosks, 2No. cattle troughs. Boji Dera water - construction of intake sump, insattalation of solar pump, panels, 50m3 masonry tank, pipeline",water_supply,storage_tank,masonry_tank,n/a,n/a,yes,42522,yes,Fair,Non_operational,yes,Regular,Poor,Fair,n/a,n/a,n/a,n/a,n/a,n/a,Enough,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10825428?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548743232167.jpg,0.77009361,38.0736225,637,6
Isiolo,RIP,"Gotu, Boji Dera",2016/2017,MTAP II,EU Share,"Gotu Water - solar pumping, pipeline, Construction of 100m3 masonry tank, fencing of tank area, Laying of service pipeline to Gotu primary school, AP & ASTO lines, communal water points,1No. water Kiosks, 2No. cattle troughs. Boji Dera water - construction of intake sump, insattalation of solar pump, panels, 50m3 masonry tank, pipeline",water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42522,yes,Poor,Non_operational,yes,Regular,Poor,Poor,no,Committee,Women,0,n/a,n/a,Enough,Fair,Hours_per_Day,0-6,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10825429?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1548744241641.jpg,0.77050297,38.07364234,633,4
